name,category,latitude,longitude,mood,budget,companion,area,time,description
Chennai Crocodile Bank, zoo,12.82,80.25,educational,mid,family, Adyar,weekend trip,
Arignar Anna Zoological Park, zoo,12.8795,80.0807,educational,mid,family,Adyar,weekend trip,
80. Vandalur Zoo, zoo,12.89,80.08,educational,mid,family, Adyar,weekend trip,
Taramani Golf Links, sports,12.98,80.24,active,high,friends, Adyar,full day,
Cosmopolitan Club, sports,13.04,80.25,active,high,friends, T. Nagar,one hour,
Gymkhana Club, sports,13.06,80.26,active,high,friends, Nungambakkam,one hour,
Boat House (Anna Nagar), water_sports,13.09,80.21,fun,mid,friends, Nungambakkam,full day,
Kishkintha (Anna Nagar), amusement_park,13.09,80.21,fun,mid,family, Nungambakkam,full day,
Dash N Splash, water_park,13.09,80.21,fun,high,friends, Nungambakkam,full day,
Escape Cinemas, cinema,13.0587,80.2638,entertainment,mid,friends, Nungambakkam,half a day,
Sathyam Cinemas, cinema,13.0554,80.2582,entertainment,mid,friends, Nungambakkam,half a day,
Inox (Express Avenue), cinema,13.0586,80.2642,entertainment,mid,friends,Nungambakkam,half a day,
PVR Grand Galada, cinema,12.9786,80.1617,entertainment,mid,friends, Adyar,half a day,
AGS Cinemas (Villivakkam), cinema,13.1047,80.2092,entertainment,mid,friends, Nungambakkam,half a day,
Luxe Cinemas (Phoenix), cinema,13.0146,80.2073,entertainment,high,friends, T. Nagar,half a day,
Devi Cineplex, cinema,13.05,80.25,entertainment,mid,friends, Nungambakkam,half a day,
Rohini Silver Screens, cinema,13.0758,80.1958,entertainment,mid,friends, Nungambakkam,half a day,
Albert Theater, theater,13.06,80.26,cultural,mid,friends, Nungambakkam,two hours,
Cholamandal Artists' Village, art_gallery,12.9229,80.2517,artistic,low,solo, Adyar,two hours,
National Art Gallery, museum,13.0689,80.2674,artistic,low,solo, Nungambakkam,two hours,
Fort Museum, museum,13.0799,80.2887,historical,low,solo, Nungambakkam,weekend trip,
Rail Museum, museum,13.1004,80.2087,educational,low,family, Nungambakkam,weekend trip,
Luz Church, place_of_worship,13.04,80.25,historical,free,solo, T. Nagar,weekend trip,
St. Mary's Church, place_of_worship,13.0799,80.2887,historical,free,solo, Nungambakkam,weekend trip,
San Thome Basilica, place_of_worship,13.0339,80.278,historical,free,solo, T. Nagar,weekend trip,
Kapaleeshwarar Temple, place_of_worship,13.0334,80.2687,spiritual,free,solo, T. Nagar,weekend trip,
Parthasarathy Temple, place_of_worship,13.0539,80.2764,spiritual,free,solo, Nungambakkam,weekend trip,
Victory War Memorial, monument,13.0735,80.2857,historical,free,solo, Nungambakkam,weekend trip,
Anna Memorial, monument,13.0657,80.2849,historical,free,solo, Nungambakkam,full day,
Thiruvalluvar Statue, monument,13.0639,80.2834,cultural,free,solo, T. Nagar,full day,
Marina Beach, beach,13.0639,80.2834,scenic,free,solo, T. Nagar,full day,
Elliots Beach, beach,13.0033,80.2697,scenic,free,solo,Besant Nagar,full day,
Thiruvanmiyur Beach, beach,12.98,80.26,scenic,free,solo,Adyar,full day,
Neelangarai Beach, beach,12.95,80.26,scenic,free,solo, Adyar,full day,
Adyar River, water_body,13.01,80.25,scenic,free,solo, Adyar,full day,
Cooum River, water_body,13.06,80.27,scenic,free,solo, Nungambakkam,full day,
Buckingham Canal, water_body,13.07,80.28,scenic,free,solo, Nungambakkam,full day,
Semmozhi Poonga, park,13.0505,80.2515,nature,free,solo, Nungambakkam,half a day,
Anna Nagar Tower Park, park,13.0866,80.2143,nature,free,solo, Nungambakkam,half a day,
Kotturpuram Tree Park, park,13.0237,80.245,nature,free,solo, T. Nagar,half a day,
May Day Park, park,13.0735,80.2732,nature,free,solo, Nungambakkam,half a day,
Periyar Science Park, park,13.0125,80.2436,educational,low,family, Adyar,weekend trip,
Children's Park (Guindy), park,13.0,80.23,nature,free,family, Adyar,half a day,
Chennai Citi Centre, mall,13.0429,80.2739,shop,high,friends, T. Nagar,half a day,
Grand Mall, mall,13.05,80.25,shop,high,friends, Nungambakkam,half a day,
Ampa Skywalk, mall,13.0735,80.2214,shop,high,friends, Nungambakkam,half a day,
Forum Vijaya Mall, mall,13.0509,80.2095,shop,high,friends, Nungambakkam,half a day,
T Nagar Shopping District, shopping,13.035,80.23,shop,mid,friends, T. Nagar,half a day,
Pondy Bazaar, shopping,13.04,80.24,shop,mid,friends, T. Nagar,half a day,
Ranganathan Street, shopping,13.035,80.23,shop,mid,friends, T. Nagar,half a day,
Panagal Park, park,13.041,80.2333,relax,free,solo, T. Nagar,half a day,
Gemini Flyover, landmark,13.05,80.25,misc,free,solo, Nungambakkam,one hour,
Kathipara Junction, landmark,13.02,80.2,misc,free,solo, T. Nagar,one hour,
Koyambedu Bus Terminus, landmark,13.07,80.19,misc,free,solo, Nungambakkam,one hour,
Chennai Central Station, landmark,13.0826,80.2757,historical,free,solo, Nungambakkam,full day,
Egmore Railway Station, landmark,13.08,80.26,historical,free,solo, Nungambakkam,full day,
Chennai Airport, landmark,12.99,80.17,busy,free,solo, Adyar,one hour,
Madras High Court, landmark,13.086,80.288,historical,free,solo, Nungambakkam,full day,
Secretariat Building, landmark,13.082,80.289,historical,free,solo, Nungambakkam,full day,
Ripon Building, landmark,13.082,80.28,historical,free,solo, Nungambakkam,full day,
Senate House (University of Madras), landmark,13.065,80.28,historical,free,solo, Nungambakkam,full day,
Marina Beach,beach,13.0639,80.2834,relax,free,friends,Triplicane,nan,
